combo,case_id,fss_tier,topic,rules,overpromoted,fact
embezzlement_concealment_high,FSS2409-07-가,HIGH,수익통계 / 결산시점,L1-05+L2-03+L3-02+L3-04+L4-03,False,"""회사는 재무제표상 목표 당기순이익 달성을 위해 기말 재고자산명세를 증액 조작하고, 재고자산의 손상을 인식하지 않는 등의 방법으로 재고자산을 허위로 과대계상하였다."""
embezzlement_concealment_high,FSS2409-10,HIGH,중복자금유출 / 승인통제,L1-05+L1-06+L1-07+L2-02+L3-02,False,"""직원 갑은 법인 계좌의 입·출금 내역과 회계장부상 입·출금 기록을 대사하는 절차가 형식적으로 이루어지고, 상급자 승인 없이 본인이 직접 회계장부에 전표를 작성하고 입력할 수 있다는 점에 착안하여 거액의 자금 횡령을 계획하였다. 직원 갑은 대표이사의 결재 없이 은행으로부터 회사 명의의 "
suspense_concealment_high,2018-2019-16,HIGH,중복자금유출,L2-03+L3-09+L4-03,False,"C사는 E사(외국소재, Paper Company)의 매도가능증권을 이용하여 C사의 매출채권이 정상적으로 상환된 것처럼 회계처리하기로 계획하였다. 대표이사는 20X4.2월 선급금 등의 명목으로 회사자금을 인출한 후, 동 자금을 E사에 송금하고 이를 다시 회사에 입금토록 하여 매도가능증권이"
suspense_concealment_high,2018-2019-17,HIGH,중복자금유출,L1-06+L2-03+L3-09+L4-03,False,"F사 최대주주이자 대표이사인 A는 F사의 구매팀을 없애는 대신, 차명으로 G사를 설립하여 G사가 F사 제품 생산에 필요한 원재료 일체를 구매하여 제공하도록 하였다. F사는 G사에게 원재료 구입전 구매금액의 30%를 미리 지급하도록 계약을 체결하였고, 이러한 계약을 기초로 F사는 원재료 "
suspense_concealment_high,2010-다-P,HIGH,중복자금유출,L1-07+L2-02+L3-09+L4-03,False,"회사는 대여사실을 은폐하기 위해 허위로 회계처리함으로써 계약서 등 지급근거가 없고 충분한 담보도 확보되지 않은 동 대여금에 대해 대손충당금을 과소계상, 회사의 임원 등에게 급여외 보수를 지급하면서 자문료 명목으로 선급금으로 허위 계상"
suspense_concealment_high,A5-가-P,HIGH,중복자금유출,L2-02+L2-05+L3-09+L4-03,False,"P사는 회수가 어렵다고 판단되는 부실채권(장기선급금 등)에 대한 손실계상을 회피하기 위해 대부업체로부터 자금을 차입하면서 동 부실채권이 회수된 것으로 위장처리하고, 동 부실채권을 회수하고 새로운 장기선급금 등을 지급한 것으로 위장처리하는 방법으로 장기선급금 등을 가공계상하고 단기차입금 "
suspense_concealment_high,대여금허위-1,HIGH,중복자금유출,L1-05+L2-02+L3-09+L4-03,False,"C사는 장기 연체된 D사 매출채권 회수를 위해 완전자본잠식 상태인 E사의 매도가능증권을 100억원으로 계상하고 D사 매출채권이 모두 회수된 것으로 처리하였으며, 대표이사는 선급금 명목으로 자금을 인출하여 E사에 송금 후 다시 회수하는 방식으로 매도가능증권이 정상 상환된 것으로 위장하였다"
suspense_concealment_high,FSS2405-10,HIGH,중복자금유출,L2-02+L2-03+L3-02+L3-03+L3-09+L4-03,False,"""회사는 경영진의 횡령을 은폐하기 위해 거래처와 실물재고의 이동이 없는 허위계약을 체결하거나 허위의 건설계약을 체결하여 가공의 자산 및 비용을 인식하였다. 또한, 경영진이 차명으로 설립한 B사와 허위의 물량보증계약을 체결하고 이를 이행한 것처럼 허위로 외주가공비 등을 지급함으로써 자산과"
period_end_adjustment_high,2018-2019-18,HIGH,수익통계,L2-02+L3-02+L3-11+L4-01+L4-03,False,"S사는 X4년 연결 및 별도재무제표에서 제조되지 않거나 출고되지 않은 상품을 매출로 계상하는 등의 방법으로 매출 및 매출원가를 허위계상하고, 거래처에 자금을 대여한 후 이를 통해 매출 대금이 회수된 것으로 가장하여 대손상각비 계상을 회피함"
period_end_adjustment_high,2012-라,HIGH,수익통계 / 결산시점,L3-02+L3-04+L3-11+L4-01+L4-03,False,"거래의 실질상 회사가 거래 당사자로 포함될 이유가 없었음에도 불구하고, 회사와 타사의 100% 자회사가 동 거래의 당사자인 것처럼 거래계약서 및 세금계산서를 작성하여 우회매출을 발생시킴으로써 매출 및 매출원가를 과대계상함. '09.12월에 매출이 대규모(848백만원, '09년 전체 매출"
period_end_adjustment_high,2012-마-나,LOW,결산시점,L3-04+L3-10,True,"광산 개발 피투자회사가 완전채산성이 없는 수준을 유지하고 있고 사업이 중단되어 있음에도, 타당성이 결여된 가정을 근거로 매도가능증권을 과대계상함"
period_end_adjustment_high,2012-마-다,LOW,결산시점,L3-04+L3-10,True,"피투자회사가 완전자본잠식 및 특수관계자에 대한 대여금 부실화 등으로 매도가능증권이 자산성이 없음에도, 연구개발 초기라는 이유 등으로 감액손실을 인식하지 않아 매도가능증권을 과대계상함"
period_end_adjustment_high,2012-사-다,LOW,결산시점,L3-04+L3-10,True,"담보가치가 없는 부동산을 제3자로부터 담보로 제공받아 채권 회수가 가능한 것처럼 회계처리함으로써, 매출채권 등에 대한 대손충당금을 과소계상"
period_end_adjustment_high,2012-아-나,LOW,결산시점,L3-04+L3-10,True,"피투자회사이면서 판매독점권을 부여한 회사가 주요 생산시설 건설을 중단하였을 뿐만 아니라 완전자본잠식 상태에 있었음에도, 피투자회사 주식 및 판매독점권 무형자산을 감액하지 않음"
period_end_adjustment_high,2012-자-나,HIGH,결산시점,L1-05+L3-02+L3-04+L4-03,False,대표이사가 결산일에 문방구 약속어음을 회사에 제출하여 '미수금' 및 '자산수증이익'으로 계상한 후 익년 2월말에 회사 계좌에 입금하여 미수금이 회수된 것처럼 처리하여 자산수증이익을 허위계상
period_end_adjustment_high,2011-가-다,HIGH,수익통계,L2-03+L3-02+L3-11+L4-01+L4-03,False,"관리종목 지정을 회피할 목적으로 실제 거래가 없음에도 허위의 세금계산서를 발급하여 매출로 인식하였고, 출고되지 않은 상품까지 매출로 인식하였으며, 자회사 등 타사의 매출을 회사의 매출로 계상하는 등 매출 및 매출원가를 과대 계상. 매출의 대부분(85.0%)이 당기 중 신규사업에서 발생한"
period_end_adjustment_high,2011-나-라,LOW,결산시점,L3-04+L3-10,True,회사는 완전자본잠식 상태인 DD사의 주식 33%를 매수한 후 DD사가 보유한 부동산 가치에 대해 비현실적인 가정을 근거로 한 감정평가 결과를 근거로 매도가능증권에 대한 감액손실을 미인식
period_end_adjustment_high,2011-나-사,HIGH,중복자금유출,L1-05+L2-02+L3-04+L4-03,False,전 대표이사가 대차대조표일 이후에 거액의 횡령금을 회사에 반환한 즉시 동 자금으로 완전자본잠식상태인 GG사 주식을 동사의 주주간 최근 매매가액에 비해 22.5배에 달하는 고가에 취득하였다는 점 등에서 회사 주장의 신뢰성을 충분히 의심할 수 있는 상황
period_end_adjustment_high,2011-다-A,LOW,결산시점,L3-04+L3-09+L3-10,True,"회사는 물류창고 확보 명목으로 AA사 소유의 부동산 매입계약을 체결한 후 매입대금을 지급하고 이를 선급금으로 계상하였으나, 동 부동산은 담보신탁 수익권 설정되어 있고 토지거래허가 구역이며 국가에 의한 수용이 예정되어 있는 등 회사가 경영목적으로 활용할 수 없음에도 선급금의 대손충당금을 "
period_end_adjustment_high,2011-다-마,LOW,결산시점,L3-04+L3-09+L3-10,True,"시공사인 회사가 아파트사업 시행사인 EE사에 대한 대여금과 관련하여, 원채무자인 EE사가 동 채무를 제외한 관련 사업권, 토지 및 은행 PF차입금 등을 새로운 시행사인 ○○사에게 이전시키고 폐업하여 대여금의 회수가 불가능해졌음에도 10%의 대손충당금만을 설정함"
period_end_adjustment_high,2011-라-다,MEDIUM,중복자금유출,L1-05+L3-04+L3-10,True,회사는 사해행위취소 소송에서 전 대표이사 소유 주식의 반환청구권에 대하여 회사의 가압류에 우선하는 질권이 설정되어 있어 회수가 불확실한 임원불법행위미수금에 대한 대손충당금을 과소설정
period_end_adjustment_high,2011-라-마,HIGH,중복자금유출 / 결산시점,L1-05+L2-02+L3-04+L4-03,False,기중 유상증자 직후 선급금 지급 등의 명목으로 유출한 자금을 기말에 회수한 것처럼 회계처리하기 위해 업무집행지시자가 사채업자로부터 차입한 자금을 현금및현금성자산으로 허위계상(동 자금은 감사보고서 제출 익일에 인출되어 동 차입금 상환에 사용)
period_end_adjustment_high,2015-카-가,MEDIUM,결산시점,L3-04+L3-10+L4-03,True,공사채권 회수가 불확실함에도 사업수지 분석에서 객관적인 근거 없이 분양수입을 과대평가하거나 경비를 누락하는 등의 방법으로 시행사의 채무상환능력을 양호하게 평가하여 대손충당금을 과소계상. 책임임차계약을 제공하였으나 관련된 예상손실을 충당부채로 미계상
period_end_adjustment_high,2015-가1,LOW,결산시점,L3-04+L3-09+L3-10,True,"저축은행 대출채권에 대하여 부실징후 여신, 타금융기관 연체정보 등록 여신, 기한이익 상실 여신, 폐업 차주 여신, PF대출의 사업성 평가 미흡 등을 '정상' 또는 '요주의' 등으로 자산건전성을 부당하게 분류하여 대손충당금을 과소계상"
period_end_adjustment_high,2015-나1,LOW,결산시점,L3-04+L3-10,True,콘도 및 골프회원권의 시세 하락이라는 손상 징후에도 불구하고 손상검토를 수행하지 않음으로써 당기순이익 및 자기자본을 과대계상
period_end_adjustment_high,2015-라1,LOW,결산시점,L3-04+L3-09+L3-10,True,"부동산 PF대출채권과 관련하여 사업중단, 이자연체 등 손상사건이 발생하거나 대금회수 지연 등의 사유가 발생한 경우 대손충당금 설정방법을 수정할 필요가 있었음에도 이에 대한 추가적인 검토 없이 최초의 추정회수기간 등을 기준으로 대손충당금을 산정함으로써, 당기순이익 및 자기자본을 과소계상"
period_end_adjustment_high,2009-라,HIGH,계정분류,L3-02+L3-04+L4-03,False,"S사는 X0년부터 X4년까지 원자재가 상승 및 제품가 하락 등으로 인하여 수익성이 악화되어 적자가 불가피해지자, 실제로 존재하지 아니하는 원재료 등(148억원)을 가공으로 계상"
period_end_adjustment_high,2009-마,HIGH,계정분류,L3-02+L3-04+L4-03,False,K사는 X4년도말 현재 회사에 존재하지 않는 제품을 타처보관증을 위조하여 대차대조표에 계상하였음. 타처보관 재고자산이 총 재고자산의 50.2%로 금액적으로 중요하고 기간 중 입출고 내역이 전혀 없는 등 특이사항이 발견되었음에도 타처에 재고 보관여부를 직접 조회확인하지 않고 회사가 제시한
period_end_adjustment_high,2009-사,MEDIUM,계정분류,L3-02+L3-04+L4-03,True,"Y사는 재고자산(제품)에 대한 결산 시 '(제품)수불내역서'상의 당기출고 및 기말재고 금액의 합계란을 허위로 기재한 후, 차기 이월시 개별 재고자산(제품) 품목에 단가를 임의로 배부하는 방법으로, 재고자산(제품)을 34억원 과대계상"
period_end_adjustment_high,A-2유형-사,MEDIUM,중복자금유출 / 결산시점,L3-02+L3-04+L3-09+L3-10,True,종속회사의 의도적인 회계분식을 통하여 회사가 보유한 종속회사 관련 자산(지분법적용투자주식·매출채권·단기대여금 등)을 과대평가하고 종속회사 차입금 관련 지급보증으로 발생한 충당부채를 설정하지 않는 방법으로 당기순이익을 과대계상
period_end_adjustment_high,A-2유형-아,HIGH,결산시점,L3-04+L3-10+L4-03,False,"제15기에 회사는 비상장인 OO사 주식인수대금 중 기지급한 금액을 투자선급금으로 계상하였으나, 과대평가 결과를 기초로 OO사 주식의 장부가액을 계상하여 투자선급금을 과대계상. 지분법적용대상인 OO사 총자산의 93.1%는 △△사 주식으로 구성된 바, △△사는 사실상 무상매각이 예정되어 회"
period_end_adjustment_high,FSS1912-8-가,LOW,결산시점,L3-04+L3-09+L3-10,True,"Y사는 X4년말, X5년말 재무제표에서 대여금 회수를 위해 양수한 소송채권 등이 소 제기 후 상당한 기간이 경과하여 회수가능성이 심히 의심스러운 상황이었음에도 이에 대한 회수가능성 검토를 소홀히 하여 전액 회수가능하다고 판단함으로써 대손충당금을 과소계상. 향후 2년치 지연손해금을 소송채"
period_end_adjustment_high,2014-나,MEDIUM,결산시점,L3-04+L4-03,True,"부동산 개발 사업이 자금조달 및 시공사 확보 등이 계획대로 진행되지 못하여 사업 추진 일정이 2년 이상 지연되어 있고, 명확한 근거도 없이 낙관적으로 작성한 사업계획서를 근거로 건설용지 등 재고자산의 순실현 가능가치를 과대평가 하였음"
period_end_adjustment_high,2014-다(투자주식),MEDIUM,계정분류,L3-04+L4-03,True,종속기업투자주식의 장부금액이 회수가능액을 초과함에도 손상차손을 인식하지 아니하여 종속기업투자주식을 과대계상 하였음
period_end_adjustment_high,2014-가(채권충당),MEDIUM,중복자금유출,L3-03+L3-04+L4-03,True,"회사는 특수관계자인 채무자가 잉여 영업현금흐름을 창출할 만한 영업을 영위하고 있지 않았고, 완전 자본잠식 상태였으며, 회사의 채권 상환 목적 자금을 다른 용도(이자비용 및 차입금 상환)로 사용하는 등 실질적으로 채무상환능력이 없었음을 알고 있었음에도, 대손충당금을 과소계상 하였음"
period_end_adjustment_high,2014-나(금융자문),HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,회사가 SPC를 이용하여 실제 PF사업을 영위하면서 발생하지도 않은 PF사업이익을 금융자문수수료로 위장하고 선인식하여 이익잉여금을 과대계상 하였음
period_end_adjustment_high,2014-나(광업권),MEDIUM,계정분류,L3-02+L3-04+L4-03,True,광업권 평가근거로 제시한 허위 MOU를 제시하는 등의 방법으로 광업권의 가치가 있는 것으로 평가받아 무형자산을 과대계상 하였음
period_end_adjustment_high,2014-가(대출충당),HIGH,중복자금유출,L2-05+L3-04+L4-03,False,"이자가 연체상태이거나 대출채권 상환이 지연되고 있어 고정 이하로 분류하여야 함에도, 증액대출 등을 통하여 연체이자 등을 정리한 후 이를 정상 또는 요주의로 부당하게 분류하여 대손충당금을 과소계상"
period_end_adjustment_high,2016-라(공사수익조작),HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"진행기준에 따라 매출액을 인식하는 회사는 총공사예정원가를 임의로 축소·조작하고, 공사현장간 발생원가 부당대체 분개를 ERP 시스템에 입력하는 방법으로 프로젝트별 진행률을 조작하여 매출 및 매출채권을 과대계상함"
period_end_adjustment_high,2016-사(재고과대),HIGH,계정분류,L3-02+L3-04+L4-03+L4-04,False,"허위 결산조정전표를 입력하고 재고자산 수불부, 제조원가명세서 등을 조작하는 방식으로 실제 존재하고 있지 않는 가공의 재공품, 반제품, 파지 등을 재무제표에 계상하여 기말 재고자산 및 당기순이익을 과대계상하였음"
period_end_adjustment_high,2016-가(저축은행충당),HIGH,결산시점,L1-05+L3-04+L4-03,False,"회사의 대표이사는 결산시 정상적으로 자산건전성분류를 하여 대손충당금을 계상할 경우 BIS비율이 기준비율 미만으로 하락하여 적기시정조치 대상이 된다는 것을 인지하고 이를 회피하기 위해 고의로 정상, 요주의 등으로 상향조정하여 대손충당금을 과소계상"
period_end_adjustment_high,2013-가(공사수익),HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"손실이 발생하는 공사의 공사원가를 공사가 시작되지 않거나 진행 초기단계의 공사에 임의로 배분하고, 공사에 투입되지 않은 재고자산을 공사에 투입된 것처럼 회계처리하여 공사진행률을 과다하게 산정하였으며, 해외에서 진행되고 있던 공사의 기성고를 잘못 추정하고 총공사예정원가를 과소추정하여 매출"
period_end_adjustment_high,2013-다(매출허위),HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"투자유치 목적으로 영업실적을 부풀리기 위해 허위의 세금계산서를 발행하는 방법 등으로 매출을 과대계상하고, 연구매출에 필수적인 관계기관의 인·허가 또는 거래처의 동의가 이루어지지 않아 계약이행이 사실상 불가능하여 수익인식요건을 충족하지 못함에도 매출로 인식함"
period_end_adjustment_high,2013-가(저축은행충당),MEDIUM,결산시점,L3-04+L4-03,True,"폐업, 장기연체 등이 발생한 대출채권의 자산건전성 분류검토를 수행함에 있어 자산건전성 분류기준을 잘못 적용하고, 회수예상가액에 대한 원시증빙 확인 등의 감사절차를 소홀히 함"
period_end_adjustment_high,2017-라(매도가능조작),HIGH,결산시점,L3-02+L3-04+L4-03,False,손상차손 인식을 회피하기 위해 재무제표 주석으로 공시한 회계정책을 임의로 변경하고 회계정책 관련 내부 품의서류를 조작하는 등의 부정한 방법으로 손상차손을 인식하지 않아 당기순손실을 과소계상함
period_end_adjustment_high,2017-가(저축은행PF충당),MEDIUM,결산시점,L3-04+L4-03,True,"회사는 차주인 시행사가 자금부족으로 완전자본잠식상태 및 타금융기관 연체 등록 중이며, 시공사의 기업회생절차 진행 등으로 PF 사업이 중단되고 부실화된 상태임에도 대손충당금을 과소계상함"
period_end_adjustment_high,2018-가(종속투자주식A),MEDIUM,계정분류,L3-04+L4-03,True,회사는 별도재무제표 종속기업투자주식에 대한 회수가능액 추정시 비합리적인 가정을 통해 미래현금흐름을 과대추정하거나 손상징후가 있는 종속기업투자주식에 대한 손상검사를 수행하지 아니함으로써 종속기업투자주식을 과대계상함
period_end_adjustment_high,2018-나(종속투자주식B),MEDIUM,계정분류,L3-04+L4-03,True,"종속기업투자주식에 대한 외부평가법인의 평가결과 회수가능액이 장부금액에 미달하였음에도, 종속기업의 매출이 증가하고 영업외이익이 일시적으로 발생하였다는 이유로 결산시 손상차손을 인식하지 않아 종속기업투자주식을 과대계상함"
period_end_adjustment_high,2018-다(매도가능증권허위),HIGH,중복자금유출,L2-03+L3-02+L3-04+L4-03,False,동 매도가능증권에 대한 손상 인식을 막기 위해 회사 자금을 허위로 지급하고 자금이 정상 회수된 것으로 가장함
period_end_adjustment_high,2018-가(개발비A),MEDIUM,계정분류,L3-04+L4-03,True,회사는 개발활동이 사실상 중단된 프로젝트 관련 개발비에 대해 사용가치가 없음에도 비합리적인 가정을 통해 회수가능액을 과대추정하여 개발비를 과대계상함
period_end_adjustment_high,2018-나(개발비B),MEDIUM,계정분류,L3-04+L4-03,True,회사는 임상초기단계임에도 불구하고 신약개발 프로젝트가 무형자산 인식요건(기술적 실현가능성)을 충족한다고 판단하고 연구개발 관련 지출금액을 자산화하여 무형자산(개발비)을 과대계상함
period_end_adjustment_high,A-1유형-나,HIGH,수익통계,L3-04+L3-11+L4-01+L4-03,False,"S사는 제X3기 재무제표의 가결산 결과 영업손실이 예상되자 이 사실을 은폐할 목적으로 차기에 발생한 매출을 당기에 인식하여 매출채권을 과대 계상하였고, 제X4기에도 발생사실이 없는 매출을 허위로 계상하여 매출채권을 과대 계상하였음"
period_end_adjustment_high,A-1유형-라,HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"D사는 특정 건설현장의 예정원가를 임의로 낮추거나 전체 발생원가를 개별 공사현장에 임의로 많이 배분하는 방법으로 공사진척도를 높여 공사수익을 앞당겨 회계처리하고, 도급금액이 감액되었거나 해약된 현장임에도 정상적인 공사가 진행된 것처럼 허위의 공사수익을 계상하였음"
period_end_adjustment_high,A-1유형-바,HIGH,수익통계,L3-02+L3-11+L4-01+L4-03+L4-04,False,D사는 부실 현장 공사원가를 신규·저진행 현장 공사원가로 임의 대체하거나 공사원가를 건설중인 자산의 원가로 대체하거나 공사진행률을 허위로 높여 수익을 조기에 과다하게 인식하는 방법으로 공사수익을 과대계상하고 공사미수금을 과대계상 또는 공사선수금을 과소계상함
period_end_adjustment_high,A-1유형-사,HIGH,수익통계,L3-02+L3-11+L4-01+L4-03,False,"T사는 해외거래처에 대해 허위로 수출을 계상하여 가공의 매출채권이 발생하였고, 선하증권(B/L)을 운송알선업자로부터 미리 발급받는 방법으로 차기 수출을 당기 수출로 처리하여 매출액을 과대계상하고 단기차입금을 누락하였음"
period_end_adjustment_high,FSS1912DB-가(개발비),MEDIUM,계정분류,L3-04+L4-03,True,"P사는 개발활동이 사실상 중단된 a치료제에 대해 제조방식을 변경한 a'치료제와 동일한 프로젝트로 잘못 판단하여 재무상태표에서 개발비를 제거하지 않았을 뿐만 아니라 손상검사시 비합리적인 가정(실현불가능한 개발완료시점, 건강보험 등재 가정 300% 매출 증가)을 적용하여 회수가능액을 과대추"
period_end_adjustment_high,종속투자손상-가,MEDIUM,계정분류,L3-04+L4-03,True,"회사는 B사 주식에 대해 매년 적자가 발생하고 공정가치가 장부금액 대비 40~70% 수준으로 지속 낮았음에도 손상징후가 발생한 연도(11년, 14년~16년)에 손상검토를 수행하지 않았고, 손상검토 수행 시에도 임상1상 시작 전 제품이 100% 개발 성공하여 라이선스아웃 매출이 발생할 것"
period_end_adjustment_high,B-2유형-라,HIGH,수익통계,L3-02+L3-11+L4-03+L4-04,False,"D사는 특수관계자인 A건설과 허위의 세금계산서를 수수하여 X1년 결산시 상품매출과 상품매출원가를 각각 43,022백만원 과대계상함"
period_end_adjustment_high,B-2유형-마,HIGH,수익통계,L3-02+L3-04+L4-01+L4-03,False,"H사는 진행률 계산에서 프리랜서 제작비용 등을 작품별 귀속내역을 엑셀자료에서 조작하고, 제작되지 아니한 단편만화영화를 제작·수출한 것으로 회계처리하여 X1년 및 X2년 매출을 각각 과대계상하였음"
period_end_adjustment_high,B-2유형-자,HIGH,수익통계,L3-02+L3-04+L4-01+L4-04,False,T사는 코스닥상장규정에 따라 상장폐지가 예상되자 최대주주 등과 조직적으로 공모하여 가공의 세금계산서 등을 발행 및 수취하는 방법으로 매출 및 매출원가를 과대계상함
period_end_adjustment_high,FSS2008-08-1,HIGH,수익통계,L1-05+L3-02+L3-04+L4-03,False,"A사의 회계팀은 경영진이 원하는 수준의 매출·영업이익으로 맞추도록 지시받아 수주액, 공사예정원가, 발생원가의 프로젝트 번호 등을 조작하여 진행률을 과대 산정하고 매출 및 매출채권을 과대계상하였다"
period_end_adjustment_high,FSS2008-33-1,HIGH,수익통계,L3-02+L3-04+L4-01+L4-03,False,D사는 X1년부터 X8년까지 회사 전체의 목표 영업이익을 달성하기 위하여 총공사예정원가 등에 영향을 미치는 변수 등을 수정하는 방식으로 공사 진행률을 조작하였다
period_end_adjustment_high,FSS2008-06-1,HIGH,수익통계,L3-02+L3-04+L4-01+L4-03,False,"D사는 허위 예산자료를 만들고 총공사예정원가를 축소·조작하여 진행률을 과대산정하였으며, 진행률이 100%에 도달한 선박에서 추가 발생원가를 타 선박으로 대체하여 매출을 과대계상하였다"
period_end_adjustment_high,FSS2112-13-1,HIGH,중복자금유출,L2-05+L3-04+L4-03,False,A사는 상장폐지를 모면하기 위하여 사실상 계약해제되어 회수가 불가능한 선급금 100억원에 대해 손상차손을 인식하지 아니하여 선급금을 과대계상하였다
period_end_adjustment_high,FSS2008-07-1,HIGH,수익통계,L3-01+L3-02+L3-04+L4-01+L4-03,False,"S사는 X1년 결산 결과 영업손실이 발생하자 허위 예산자료를 만들어 총공사예정원가를 축소·조작하고 타 선박으로 발생원가를 임의대체하여 진행률을 과대산정하였으며, 선박 제조원가를 재고자산으로 부당대체하였다"
period_end_adjustment_high,FSS1912-1-1,HIGH,수익통계,L3-02+L3-03+L3-11+L4-01+L4-04,False,"A사는 '14년 재무제표에서 관리종목 지정 기준(5,000백만원) 회피를 위해 제조·가공 및 이동사실이 없는 중고제품을 인도한 것처럼 허위의 재고자산수불부 및 지출결의서를 작성하여 관계회사 B사에 대한 매출 및 매출원가를 과대계상하였다"
period_end_adjustment_high,FSS2112-07-1,HIGH(NEW조합),계정분류,L3-04+L4-03,False,"회사는 사모펀드 C사의 다른 참가자들에게 제공한 풋옵션을 파생상품으로 인식하고 평가하여야 함에도, 관련 회계처리를 누락하여 파생상품부채(2,324억원) 및 파생상품평가손실을 계상하지 아니하였으며 풋옵션 내용을 재무제표 주석에 기재하지 아니하였다."
period_end_adjustment_high,연결감리-가,HIGH,수익통계,L3-04+L4-03,False,"지배회사인 K사는 금융계열사가 자산담보부대출(ABL)의 형태로 자산유동화전문회사 등 제3자를 통하여 비금융계열사에 우회적인 자금지원을 하였음에도 동 내부거래를 상계제거하지 않아, 자산과 부채를 각각 300,000백만원씩 과대계상하고 관련 이자수익과 이자비용을 각각 25,000백만원씩 과"
period_end_adjustment_high,FSS1912-22-1,HIGH(NEW조합),수익통계,L3-03+L3-11+L4-03,False,A사는 100% 지분을 소유하고 있는 해외 종속회사와의 위탁판매계약을 해지하고 해외종속회사에서 과거부터 보관중이던 장기 미판매 위탁제품을 종속회사가 인수하도록 하여 기말일자로 일시에 15억원의 매출과 1억원의 매출원가로 인식하여 14억원의 당기이익을 계상하였다.
period_end_adjustment_high,파생금융부채-1,HIGH,승인통제 / 계정분류,L1-05+L1-07+L3-04+L4-03,False,"회사의 대표이사는 이사회의결을 거치지 않고 회사의 법인인감을 무단으로 사용하여 조건부 풋옵션 계약을 체결하고, 외부감사인에게도 동 계약을 밝히지 않았다. 회사가 C사에 부여한 조건부 풋옵션은 파생금융부채에 해당함에도 이를 재무제표에 계상하지 아니하였다."
period_end_adjustment_high,A-10유형-가,MEDIUM,결산시점,L3-04+L3-10,True,"반도체장비 생산업체인 N사는 개발에 실패하여 사업추진을 포기한 슬롯머신 관련 원재료(469백만원) 및 생산중단, 설계실수, 납품취소 관련 기타원재료(151백만원)의 경우 타 용도로의 전용 및 재판매가 불가능하여 순실현가능가액이 하락하였음에도, 이를 재고자산평가손실로 반영하지 않아 재고자"
period_end_adjustment_high,FSS2008-18-1,HIGH,승인통제 / 계정분류,L1-05+L1-07+L3-04+L4-03,False,"회사는 산업용 로봇 등을 생산·공급하며, 로봇응용시스템을 개발하는 업체이다. 회사의 대표이사는 이사회의결을 거치지 않고, 회사의 법인인감을 사용하여 전환사채 투자자들과 계약을 체결한 후 사용 내역을 숨기고 해당 계약사실을 외부감사인에게 은폐하였다. 회사는 X7.9월 B사 인수를 추진하면"
period_end_adjustment_high,A-9유형-가,HIGH,수익통계 / 결산시점,L2-03+L3-04+L3-10+L4-04,False,"""N사는 거래중단·폐업 거래처(A사 등 2사)에 대한 매출채권이 당기에 신규발생하거나 회수된 사실이 없음에도, 매출채권이 증가·감소된 것처럼 허위로 회계처리하고, 매출채권 연령을 조작하여 동 채권을 정상채권으로 분류하고 매출채권에 대한 대손충당금을 과소계상함"""
period_end_adjustment_high,FSS2112-04-01,MEDIUM,결산시점,L3-04+L3-10,True,"""회사는 거래처의 폐업 등으로 회수가 불가능한 부도어음 10억원에 대하여 전액 대손충당금을 설정했어야 함에도, 정상채권에 적용되는 대손충당금 설정기준을 적용하여 대손충당금을 계상함으로써 매출채권을 10억원 과대계상하였다"""
period_end_adjustment_high,A-8유형-나,HIGH,결산시점,L2-03+L3-04+L4-03,False,"""T사는 전산장부를 조작하는 방법으로 임직원의 입사연도를 조정하여 근속기간을 실제보다 축소함으로써, 퇴직급여 및 퇴직급여충당금을 각각 X4년 1,320백만원, X5년 1,328백만원 및 X6년 1,299백만원 과소계상하여 당기순이익을 동액만큼 과대계상한 사실이 있음"""
period_end_adjustment_high,C-5유형-01,N/A(전표무관)+사유,NEW:담보공시누락,L3-04+L3-10,False,"""D사는 X1년말 현재 총자산의 29%를 차지하고, 장부가액과 순자산가액이 매우 크게 차이나는(2,600백만원) A사(지분율 100%)와 S사(지분율 80%) 주식 등 투자주식과 관련하여…당해 투자주식의 소유비율, 순자산가액을 주석으로 기재하지 아니하고, 원가법을 적용하였음에도 관련사실"
period_end_adjustment_high,FSS2206-04,HIGH,결산시점 / 수익통계,L1-05+L3-02+L3-04+L4-03,False,"""재무담당임원의 지시에 따라 의도적으로 선수금을 조기에 매출로 인식하였고, '17.12.31.에는 전산상으로 건당 수백만원에서 수천만원의 허위 수강료 수입 및 교재 수입 매출전표를 생성하여 매출로 계상하는 회계처리 하였다."""
period_end_adjustment_high,FSS2206-07,LOW,계정분류,L3-04+L3-10,True,"""재고자산이 지속적으로 증가하고, 재고자산의 회전율도 지속적으로 하락하여 감모손실 및 평가손실 징후가 발생하였음에도 이를 개선하지 않고 재고자산에 대한 검토를 소홀히 하여 재고자산을 과대계상하였다."""
